Zeevisserij,,,,,,,,
1,Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht,NA,NA,NA,NA,NA,NA,NA,NA
2,Verdeling volgens de aanvoerhavens en de vissoorten - Juni 2015,NA,NA,NA,NA,NA,NA,NA,NA
3,Vissoorten,Totaal van de havens,NA,Oostende,NA,Zeebrugge,NA,Nieuwpoort,NA
4,NA,Totale hoeveelheid kg,Totale waarde EUR,Totale hoeveelheid kg,Totale waarde EUR,Totale hoeveelheid kg,Totale waarde EUR,Totale hoeveelheid kg,Totale waarde EUR
5,Algemeen totaal,1038536.000000,4522734.000000,356312.000000,1469926.000000,666134.000000,2958678.000000,16090.000000,94132.000000
6,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Bodemvissen :,NA,NA,NA,NA,NA,NA,NA,NA
8,Totaal,981005.000000,4297566.000000,328017.000000,1318474.000000,639503.000000,2902304.000000,13485.000000,76790.000000
9,Schelvis,12314.000000,22526.000000,4483.000000,8162.000000,7831.000000,14364.000000,-,-
10,Kabeljauw,57346.000000,154868.000000,7331.000000,22116.000000,49999.000000,132706.000000,16.000000,46.000000
11,Koolvis,375.000000,696.000000,22.000000,52.000000,353.000000,644.000000,-,-
12,Wijting,7191.000000,10358.000000,3906.000000,6028.000000,3256.000000,4312.000000,29.000000,18.000000
13,Pollak,2715.000000,10744.000000,378.000000,1532.000000,2337.000000,9212.000000,-,-
14,Leng,1305.000000,3812.000000,330.000000,876.000000,975.000000,2938.000000,-,-
15,Heek,3859.000000,8850.000000,837.000000,1716.000000,3022.000000,7134.000000,-,-
16,Steenbolk,6633.000000,4678.000000,2492.000000,1500.000000,4093.000000,3148.000000,48.000000,30.000000
17,Schol,316262.000000,463374.000000,103088.000000,147298.000000,208764.000000,310036.000000,4410.000000,6040.000000
18,Bot,27135.000000,13684.000000,21524.000000,10610.000000,3961.000000,2518.000000,1650.000000,558.000000
19,Schar,10504.000000,6290.000000,4808.000000,2900.000000,5418.000000,3132.000000,278.000000,258.000000
20,Tong,223950.000000,2488932.000000,72350.000000,775606.000000,146263.000000,1648806.000000,5337.000000,64520.000000
21,Tarbot,18019.000000,181418.000000,8348.000000,83146.000000,9509.000000,96774.000000,162.000000,1498.000000
22,Griet,8392.000000,73862.000000,3563.000000,31530.000000,4660.000000,40832.000000,169.000000,1502.000000
23,Tongschar,34487.000000,162074.000000,8590.000000,33784.000000,25801.000000,127818.000000,96.000000,470.000000
24,Schartong,14649.000000,29128.000000,4076.000000,6820.000000,10573.000000,22308.000000,-,-
25,Heilbot,100.000000,1330.000000,2.000000,24.000000,98.000000,1306.000000,-,-
26,Hondstong,1426.000000,3674.000000,859.000000,2290.000000,567.000000,1384.000000,-,-
27,Rog,121481.000000,241214.000000,46777.000000,88246.000000,74369.000000,151986.000000,335.000000,982.000000
28,Rode poon,13970.000000,18238.000000,4013.000000,5270.000000,9916.000000,12904.000000,41.000000,64.000000
29,Grauwe poon,3404.000000,1096.000000,790.000000,286.000000,2614.000000,810.000000,-,-
30,Engelse poon,1579.000000,874.000000,819.000000,408.000000,760.000000,466.000000,-,-
31,Zeewolf,4254.000000,14842.000000,3.000000,10.000000,4251.000000,14832.000000,-,-
32,Zeeduivel,33012.000000,329182.000000,7121.000000,67340.000000,25867.000000,261704.000000,24.000000,138.000000
33,Kongeraal,1123.000000,1448.000000,417.000000,564.000000,671.000000,854.000000,35.000000,30.000000
34,Roodbaars,-,-,-,-,-,-,-,-
35,Mul,2831.000000,9604.000000,1082.000000,3622.000000,1746.000000,5980.000000,3.000000,-
