Soort,Familie,Haven,Hoeveelheid in kg,Hoeveelheid in EU,year,month
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,03
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,03
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,03
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,03
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,03
Inktvis,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,03
Wulk,Schaal- en Weekdieren,Nieuwpoort,265.0,234.0,2012,03
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,03
Schelvis,Bodemvis,Oostende,10794.0,13744.0,2012,04
Kabeljauw,Bodemvis,Oostende,22082.0,67324.0,2012,04
Koolvis,Bodemvis,Oostende,13.0,20.0,2012,04
Wijting,Bodemvis,Oostende,8837.0,11116.0,2012,04
Pollak,Bodemvis,Oostende,1175.0,3662.0,2012,04
Leng,Bodemvis,Oostende,2176.0,4810.0,2012,04
Heek,Bodemvis,Oostende,313.0,876.0,2012,04
Steenbolk,Bodemvis,Oostende,4081.0,2192.0,2012,04
Schol,Bodemvis,Oostende,116001.0,143344.0,2012,04
Bot,Bodemvis,Oostende,45415.0,29170.0,2012,04
Schar,Bodemvis,Oostende,9731.0,5268.0,2012,04
Tong,Bodemvis,Oostende,123476.0,1106356.0,2012,04
Tarbot,Bodemvis,Oostende,5379.0,52916.0,2012,04
Griet,Bodemvis,Oostende,6207.0,47112.0,2012,04
Tongschar,Bodemvis,Oostende,22018.0,50062.0,2012,04
Schartong,Bodemvis,Oostende,13652.0,18864.0,2012,04
Heilbot,Bodemvis,Oostende,0.0,0.0,2012,04
Rog,Bodemvis,Oostende,49513.0,107488.0,2012,04
Rode poon,Bodemvis,Oostende,8765.0,13072.0,2012,04
Grauwe poon,Bodemvis,Oostende,270.0,102.0,2012,04
Engelse poon,Bodemvis,Oostende,4099.0,3494.0,2012,04
Zeewolf,Bodemvis,Oostende,0.0,0.0,2012,04
Zeeduivel,Bodemvis,Oostende,17982.0,152326.0,2012,04
Kongeraal,Bodemvis,Oostende,538.0,594.0,2012,04
Roodbaars,Bodemvis,Oostende,0.0,0.0,2012,04
Mul,Bodemvis,Oostende,27.0,44.0,2012,04
Zeebaars,Bodemvis,Oostende,1762.0,16604.0,2012,04
Doornhaai,Bodemvis,Oostende,0.0,0.0,2012,04
Hondshaai,Bodemvis,Oostende,17555.0,9720.0,2012,04
Zandhaai,Bodemvis,Oostende,32.0,30.0,2012,04
Andere soorten,Bodemvis,Oostende,5433.0,21994.0,2012,04
Haring,Pelagische Vis,Oostende,34.0,28.0,2012,04
Makreel,Pelagische Vis,Oostende,1.0,2.0,2012,04
Sprot,Pelagische Vis,Oostende,0.0,0.0,2012,04
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2012,04
Langoestine geheel,Schaal- en Weekdieren,Oostende,3997.0,23982.0,2012,04
Langoestine staartje,Schaal- en Weekdieren,Oostende,357.0,3602.0,2012,04
Noordzeekrab,Schaal- en Weekdieren,Oostende,577.0,2734.0,2012,04
Zeekreeft,Schaal- en Weekdieren,Oostende,97.0,822.0,2012,04
Andere schaaldieren,Schaal- en Weekdieren,Oostende,17.0,24.0,2012,04
Schelpen,Schaal- en Weekdieren,Oostende,13915.0,24954.0,2012,04
Inktvis,Schaal- en Weekdieren,Oostende,6331.0,12780.0,2012,04
Wulk,Schaal- en Weekdieren,Oostende,3097.0,3560.0,2012,04
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2012,04
Schelvis,Bodemvis,Zeebrugge,26815.0,36108.0,2012,04
Kabeljauw,Bodemvis,Zeebrugge,40148.0,128168.0,2012,04
Koolvis,Bodemvis,Zeebrugge,62.0,136.0,2012,04
Wijting,Bodemvis,Zeebrugge,14920.0,22578.0,2012,04
Pollak,Bodemvis,Zeebrugge,2580.0,9850.0,2012,04
Leng,Bodemvis,Zeebrugge,6071.0,13886.0,2012,04
Heek,Bodemvis,Zeebrugge,578.0,1738.0,2012,04
Steenbolk,Bodemvis,Zeebrugge,16581.0,9318.0,2012,04
Schol,Bodemvis,Zeebrugge,104565.0,154824.0,2012,04
Bot,Bodemvis,Zeebrugge,17069.0,12056.0,2012,04
Schar,Bodemvis,Zeebrugge,11338.0,6644.0,2012,04
Tong,Bodemvis,Zeebrugge,232946.0,2188818.0,2012,04
Tarbot,Bodemvis,Zeebrugge,16003.0,157380.0,2012,04
Griet,Bodemvis,Zeebrugge,12800.0,102414.0,2012,04
Tongschar,Bodemvis,Zeebrugge,58403.0,163354.0,2012,04
Schartong,Bodemvis,Zeebrugge,30633.0,53978.0,2012,04
Heilbot,Bodemvis,Zeebrugge,0.0,0.0,2012,04
Rog,Bodemvis,Zeebrugge,92708.0,214620.0,2012,04
Rode poon,Bodemvis,Zeebrugge,50452.0,91484.0,2012,04
Grauwe poon,Bodemvis,Zeebrugge,2277.0,686.0,2012,04
Engelse poon,Bodemvis,Zeebrugge,35139.0,39126.0,2012,04
Zeewolf,Bodemvis,Zeebrugge,994.0,3936.0,2012,04
Zeeduivel,Bodemvis,Zeebrugge,54697.0,434768.0,2012,04
Kongeraal,Bodemvis,Zeebrugge,1656.0,2594.0,2012,04
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2012,04
Mul,Bodemvis,Zeebrugge,5839.0,50212.0,2012,04
Zeebaars,Bodemvis,Zeebrugge,4896.0,47352.0,2012,04
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2012,04
Hondshaai,Bodemvis,Zeebrugge,27986.0,16708.0,2012,04
Zandhaai,Bodemvis,Zeebrugge,0.0,0.0,2012,04
Andere soorten,Bodemvis,Zeebrugge,8875.0,32626.0,2012,04
Haring,Pelagische Vis,Zeebrugge,172.0,194.0,2012,04
Makreel,Pelagische Vis,Zeebrugge,54.0,174.0,2012,04
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2012,04
Andere soorten,Pelagische Vis,Zeebrugge,4284.0,10232.0,2012,04
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,77.0,638.0,2012,04
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2012,04
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,3032.0,13256.0,2012,04
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,12.0,100.0,2012,04
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,199.0,230.0,2012,04
Schelpen,Schaal- en Weekdieren,Zeebrugge,49864.0,96066.0,2012,04
Inktvis,Schaal- en Weekdieren,Zeebrugge,26207.0,66566.0,2012,04
Wulk,Schaal- en Weekdieren,Zeebrugge,3314.0,1698.0,2012,04
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2012,04
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Kabeljauw,Bodemvis,Nieuwpoort,538.0,1936.0,2012,04
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Wijting,Bodemvis,Nieuwpoort,31.0,16.0,2012,04
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Steenbolk,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Schol,Bodemvis,Nieuwpoort,5852.0,6418.0,2012,04
Bot,Bodemvis,Nieuwpoort,731.0,326.0,2012,04
Schar,Bodemvis,Nieuwpoort,353.0,344.0,2012,04
Tong,Bodemvis,Nieuwpoort,2783.0,26220.0,2012,04
Tarbot,Bodemvis,Nieuwpoort,58.0,648.0,2012,04
Griet,Bodemvis,Nieuwpoort,160.0,1098.0,2012,04
Tongschar,Bodemvis,Nieuwpoort,10.0,30.0,2012,04
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Rog,Bodemvis,Nieuwpoort,314.0,1182.0,2012,04
Rode poon,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Mul,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Zeebaars,Bodemvis,Nieuwpoort,47.0,420.0,2012,04
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Hondshaai,Bodemvis,Nieuwpoort,139.0,100.0,2012,04
Zandhaai,Bodemvis,Nieuwpoort,0.0,0.0,2012,04
Andere soorten,Bodemvis,Nieuwpoort,165.0,56.0,2012,04
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2012,04
Makreel,Pelagische Vis,Nieuwpoort,4.0,10.0,2012,04
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2012,04
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2012,04
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,04
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,04
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,04
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,04
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,04
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,04
Inktvis,Schaal- en Weekdieren,Nieuwpoort,13.0,58.0,2012,04
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,04
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,04
Schelvis,Bodemvis,Oostende,5972.0,7492.0,2012,05
Kabeljauw,Bodemvis,Oostende,12588.0,42620.0,2012,05
Koolvis,Bodemvis,Oostende,5.0,10.0,2012,05
Wijting,Bodemvis,Oostende,5333.0,7180.0,2012,05
Pollak,Bodemvis,Oostende,71.0,256.0,2012,05
Leng,Bodemvis,Oostende,632.0,1370.0,2012,05
Heek,Bodemvis,Oostende,663.0,1296.0,2012,05
Steenbolk,Bodemvis,Oostende,660.0,428.0,2012,05
Schol,Bodemvis,Oostende,90901.0,100266.0,2012,05
Bot,Bodemvis,Oostende,31262.0,19636.0,2012,05
Schar,Bodemvis,Oostende,7103.0,4706.0,2012,05
Tong,Bodemvis,Oostende,68222.0,672002.0,2012,05
Tarbot,Bodemvis,Oostende,5024.0,48568.0,2012,05
Griet,Bodemvis,Oostende,2944.0,24238.0,2012,05
Tongschar,Bodemvis,Oostende,5354.0,13318.0,2012,05
Schartong,Bodemvis,Oostende,8723.0,9870.0,2012,05
Heilbot,Bodemvis,Oostende,13.0,180.0,2012,05
Rog,Bodemvis,Oostende,52547.0,101566.0,2012,05
Rode poon,Bodemvis,Oostende,9606.0,20998.0,2012,05
Grauwe poon,Bodemvis,Oostende,738.0,270.0,2012,05
Engelse poon,Bodemvis,Oostende,1117.0,1288.0,2012,05
Zeewolf,Bodemvis,Oostende,0.0,0.0,2012,05
Zeeduivel,Bodemvis,Oostende,7742.0,78456.0,2012,05
Kongeraal,Bodemvis,Oostende,210.0,354.0,2012,05
Roodbaars,Bodemvis,Oostende,0.0,0.0,2012,05
Mul,Bodemvis,Oostende,2.0,4.0,2012,05
Zeebaars,Bodemvis,Oostende,1955.0,19858.0,2012,05
Doornhaai,Bodemvis,Oostende,0.0,0.0,2012,05
Hondshaai,Bodemvis,Oostende,15540.0,8204.0,2012,05
Zandhaai,Bodemvis,Oostende,61.0,42.0,2012,05
Andere soorten,Bodemvis,Oostende,4994.0,27892.0,2012,05
Haring,Pelagische Vis,Oostende,87.0,86.0,2012,05
Makreel,Pelagische Vis,Oostende,291.0,764.0,2012,05
Sprot,Pelagische Vis,Oostende,0.0,0.0,2012,05
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2012,05
Langoestine geheel,Schaal- en Weekdieren,Oostende,7436.0,51244.0,2012,05
Langoestine staartje,Schaal- en Weekdieren,Oostende,552.0,5100.0,2012,05
Noordzeekrab,Schaal- en Weekdieren,Oostende,658.0,2804.0,2012,05
Zeekreeft,Schaal- en Weekdieren,Oostende,27.0,206.0,2012,05
Andere schaaldieren,Schaal- en Weekdieren,Oostende,0.0,0.0,2012,05
Schelpen,Schaal- en Weekdieren,Oostende,1636.0,3458.0,2012,05
Inktvis,Schaal- en Weekdieren,Oostende,2179.0,10802.0,2012,05
Wulk,Schaal- en Weekdieren,Oostende,2137.0,2752.0,2012,05
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2012,05
Schelvis,Bodemvis,Zeebrugge,23604.0,27542.0,2012,05
Kabeljauw,Bodemvis,Zeebrugge,57408.0,140100.0,2012,05
Koolvis,Bodemvis,Zeebrugge,218.0,372.0,2012,05
Wijting,Bodemvis,Zeebrugge,10486.0,11982.0,2012,05
Pollak,Bodemvis,Zeebrugge,1179.0,4726.0,2012,05
Leng,Bodemvis,Zeebrugge,3377.0,6838.0,2012,05
Heek,Bodemvis,Zeebrugge,1245.0,2878.0,2012,05
Steenbolk,Bodemvis,Zeebrugge,3901.0,3220.0,2012,05
Schol,Bodemvis,Zeebrugge,245082.0,332038.0,2012,05
Bot,Bodemvis,Zeebrugge,5281.0,3020.0,2012,05
Schar,Bodemvis,Zeebrugge,11030.0,7286.0,2012,05
Tong,Bodemvis,Zeebrugge,104074.0,1147972.0,2012,05
Tarbot,Bodemvis,Zeebrugge,16417.0,152646.0,2012,05
Griet,Bodemvis,Zeebrugge,7720.0,62532.0,2012,05
Tongschar,Bodemvis,Zeebrugge,51263.0,166544.0,2012,05
Schartong,Bodemvis,Zeebrugge,31705.0,44282.0,2012,05
Heilbot,Bodemvis,Zeebrugge,56.0,728.0,2012,05
Rog,Bodemvis,Zeebrugge,86582.0,182798.0,2012,05
Rode poon,Bodemvis,Zeebrugge,15970.0,36746.0,2012,05
Grauwe poon,Bodemvis,Zeebrugge,6590.0,3698.0,2012,05
Engelse poon,Bodemvis,Zeebrugge,4173.0,4152.0,2012,05
Zeewolf,Bodemvis,Zeebrugge,3475.0,11786.0,2012,05
Zeeduivel,Bodemvis,Zeebrugge,28501.0,294294.0,2012,05
Kongeraal,Bodemvis,Zeebrugge,573.0,1052.0,2012,05
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2012,05
Mul,Bodemvis,Zeebrugge,2708.0,19338.0,2012,05
Zeebaars,Bodemvis,Zeebrugge,942.0,9530.0,2012,05
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2012,05
Hondshaai,Bodemvis,Zeebrugge,21197.0,10104.0,2012,05
Zandhaai,Bodemvis,Zeebrugge,0.0,0.0,2012,05
Andere soorten,Bodemvis,Zeebrugge,9074.0,30210.0,2012,05
Haring,Pelagische Vis,Zeebrugge,12.0,12.0,2012,05
Makreel,Pelagische Vis,Zeebrugge,1644.0,3676.0,2012,05
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2012,05
Andere soorten,Pelagische Vis,Zeebrugge,1943.0,8608.0,2012,05
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,310.0,1554.0,2012,05
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,145.0,1196.0,2012,05
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,3372.0,9652.0,2012,05
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,45.0,540.0,2012,05
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,178.0,234.0,2012,05
Schelpen,Schaal- en Weekdieren,Zeebrugge,9291.0,24222.0,2012,05
Inktvis,Schaal- en Weekdieren,Zeebrugge,6669.0,12046.0,2012,05
Wulk,Schaal- en Weekdieren,Zeebrugge,8837.0,4652.0,2012,05
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2012,05
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Kabeljauw,Bodemvis,Nieuwpoort,2032.0,7160.0,2012,05
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Wijting,Bodemvis,Nieuwpoort,33.0,24.0,2012,05
Pollak,Bodemvis,Nieuwpoort,2.0,4.0,2012,05
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Steenbolk,Bodemvis,Nieuwpoort,57.0,50.0,2012,05
Schol,Bodemvis,Nieuwpoort,3219.0,4002.0,2012,05
Bot,Bodemvis,Nieuwpoort,679.0,306.0,2012,05
Schar,Bodemvis,Nieuwpoort,339.0,386.0,2012,05
Tong,Bodemvis,Nieuwpoort,1629.0,17206.0,2012,05
Tarbot,Bodemvis,Nieuwpoort,261.0,3346.0,2012,05
Griet,Bodemvis,Nieuwpoort,93.0,694.0,2012,05
Tongschar,Bodemvis,Nieuwpoort,19.0,52.0,2012,05
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Rog,Bodemvis,Nieuwpoort,1876.0,4200.0,2012,05
Rode poon,Bodemvis,Nieuwpoort,31.0,90.0,2012,05
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Mul,Bodemvis,Nieuwpoort,13.0,94.0,2012,05
Zeebaars,Bodemvis,Nieuwpoort,1116.0,12316.0,2012,05
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2012,05
Hondshaai,Bodemvis,Nieuwpoort,1262.0,592.0,2012,05
Zandhaai,Bodemvis,Nieuwpoort,36.0,10.0,2012,05
Andere soorten,Bodemvis,Nieuwpoort,88.0,222.0,2012,05
Haring,Pelagische Vis,Nieuwpoort,0.0,0.0,2012,05
Makreel,Pelagische Vis,Nieuwpoort,15.0,36.0,2012,05
Sprot,Pelagische Vis,Nieuwpoort,0.0,0.0,2012,05
Andere soorten,Pelagische Vis,Nieuwpoort,0.0,0.0,2012,05
Langoestine geheel,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,05
Langoestine staartje,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,05
Noordzeekrab,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,05
Zeekreeft,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,05
Andere schaaldieren,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,05
Schelpen,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,05
Inktvis,Schaal- en Weekdieren,Nieuwpoort,39.0,50.0,2012,05
Wulk,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,05
Andere soorten,Schaal- en Weekdieren,Nieuwpoort,0.0,0.0,2012,05
Schelvis,Bodemvis,Oostende,18395.0,26840.0,2012,06
Kabeljauw,Bodemvis,Oostende,21976.0,76978.0,2012,06
Koolvis,Bodemvis,Oostende,104.0,212.0,2012,06
Wijting,Bodemvis,Oostende,6541.0,9270.0,2012,06
Pollak,Bodemvis,Oostende,1040.0,4394.0,2012,06
Leng,Bodemvis,Oostende,1093.0,2522.0,2012,06
Heek,Bodemvis,Oostende,2889.0,8214.0,2012,06
Steenbolk,Bodemvis,Oostende,1600.0,1350.0,2012,06
Schol,Bodemvis,Oostende,188586.0,254110.0,2012,06
Bot,Bodemvis,Oostende,30308.0,18890.0,2012,06
Schar,Bodemvis,Oostende,8874.0,6236.0,2012,06
Tong,Bodemvis,Oostende,147498.0,1606722.0,2012,06
Tarbot,Bodemvis,Oostende,12575.0,106712.0,2012,06
Griet,Bodemvis,Oostende,5171.0,42320.0,2012,06
Tongschar,Bodemvis,Oostende,13183.0,37310.0,2012,06
Schartong,Bodemvis,Oostende,21291.0,20982.0,2012,06
Heilbot,Bodemvis,Oostende,13.0,182.0,2012,06
Rog,Bodemvis,Oostende,74684.0,183922.0,2012,06
Rode poon,Bodemvis,Oostende,6445.0,12522.0,2012,06
Grauwe poon,Bodemvis,Oostende,3708.0,2482.0,2012,06
Engelse poon,Bodemvis,Oostende,1072.0,1238.0,2012,06
Zeewolf,Bodemvis,Oostende,672.0,2694.0,2012,06
Zeeduivel,Bodemvis,Oostende,32619.0,282296.0,2012,06
Kongeraal,Bodemvis,Oostende,877.0,1910.0,2012,06
Roodbaars,Bodemvis,Oostende,0.0,0.0,2012,06
Mul,Bodemvis,Oostende,82.0,240.0,2012,06
Zeebaars,Bodemvis,Oostende,429.0,5066.0,2012,06
Doornhaai,Bodemvis,Oostende,0.0,0.0,2012,06
Hondshaai,Bodemvis,Oostende,26700.0,12002.0,2012,06
Zandhaai,Bodemvis,Oostende,256.0,170.0,2012,06
Andere soorten,Bodemvis,Oostende,12476.0,39502.0,2012,06
Haring,Pelagische Vis,Oostende,12.0,12.0,2012,06
Makreel,Pelagische Vis,Oostende,28.0,70.0,2012,06
Sprot,Pelagische Vis,Oostende,0.0,0.0,2012,06
Andere soorten,Pelagische Vis,Oostende,0.0,0.0,2012,06
Langoestine geheel,Schaal- en Weekdieren,Oostende,11040.0,65948.0,2012,06
Langoestine staartje,Schaal- en Weekdieren,Oostende,1451.0,12958.0,2012,06
Noordzeekrab,Schaal- en Weekdieren,Oostende,3442.0,8804.0,2012,06
Zeekreeft,Schaal- en Weekdieren,Oostende,55.0,632.0,2012,06
Andere schaaldieren,Schaal- en Weekdieren,Oostende,19.0,22.0,2012,06
Schelpen,Schaal- en Weekdieren,Oostende,3336.0,9278.0,2012,06
Inktvis,Schaal- en Weekdieren,Oostende,13714.0,21258.0,2012,06
Wulk,Schaal- en Weekdieren,Oostende,3825.0,2442.0,2012,06
Andere soorten,Schaal- en Weekdieren,Oostende,0.0,0.0,2012,06
Schelvis,Bodemvis,Zeebrugge,5029.0,6900.0,2012,06
Kabeljauw,Bodemvis,Zeebrugge,7355.0,22988.0,2012,06
Koolvis,Bodemvis,Zeebrugge,19.0,38.0,2012,06
Wijting,Bodemvis,Zeebrugge,1798.0,2506.0,2012,06
Pollak,Bodemvis,Zeebrugge,120.0,446.0,2012,06
Leng,Bodemvis,Zeebrugge,924.0,1964.0,2012,06
Heek,Bodemvis,Zeebrugge,1133.0,3008.0,2012,06
Steenbolk,Bodemvis,Zeebrugge,1498.0,1548.0,2012,06
Schol,Bodemvis,Zeebrugge,50155.0,72974.0,2012,06
Bot,Bodemvis,Zeebrugge,3752.0,1930.0,2012,06
Schar,Bodemvis,Zeebrugge,1901.0,1468.0,2012,06
Tong,Bodemvis,Zeebrugge,62593.0,611082.0,2012,06
Tarbot,Bodemvis,Zeebrugge,4209.0,35620.0,2012,06
Griet,Bodemvis,Zeebrugge,1754.0,15496.0,2012,06
Tongschar,Bodemvis,Zeebrugge,6348.0,22008.0,2012,06
Schartong,Bodemvis,Zeebrugge,12115.0,10462.0,2012,06
Heilbot,Bodemvis,Zeebrugge,0.0,0.0,2012,06
Rog,Bodemvis,Zeebrugge,24868.0,50968.0,2012,06
Rode poon,Bodemvis,Zeebrugge,2613.0,6418.0,2012,06
Grauwe poon,Bodemvis,Zeebrugge,847.0,580.0,2012,06
Engelse poon,Bodemvis,Zeebrugge,431.0,484.0,2012,06
Zeewolf,Bodemvis,Zeebrugge,206.0,844.0,2012,06
Zeeduivel,Bodemvis,Zeebrugge,16805.0,138710.0,2012,06
Kongeraal,Bodemvis,Zeebrugge,370.0,778.0,2012,06
Roodbaars,Bodemvis,Zeebrugge,0.0,0.0,2012,06
Mul,Bodemvis,Zeebrugge,1219.0,3016.0,2012,06
Zeebaars,Bodemvis,Zeebrugge,71.0,808.0,2012,06
Doornhaai,Bodemvis,Zeebrugge,0.0,0.0,2012,06
Hondshaai,Bodemvis,Zeebrugge,6207.0,3116.0,2012,06
Zandhaai,Bodemvis,Zeebrugge,0.0,0.0,2012,06
Andere soorten,Bodemvis,Zeebrugge,2316.0,5836.0,2012,06
Haring,Pelagische Vis,Zeebrugge,0.0,0.0,2012,06
Makreel,Pelagische Vis,Zeebrugge,0.0,0.0,2012,06
Sprot,Pelagische Vis,Zeebrugge,0.0,0.0,2012,06
Andere soorten,Pelagische Vis,Zeebrugge,609.0,2720.0,2012,06
Langoestine geheel,Schaal- en Weekdieren,Zeebrugge,2854.0,18200.0,2012,06
Langoestine staartje,Schaal- en Weekdieren,Zeebrugge,286.0,2774.0,2012,06
Noordzeekrab,Schaal- en Weekdieren,Zeebrugge,1706.0,3846.0,2012,06
Zeekreeft,Schaal- en Weekdieren,Zeebrugge,19.0,186.0,2012,06
Andere schaaldieren,Schaal- en Weekdieren,Zeebrugge,69.0,54.0,2012,06
Schelpen,Schaal- en Weekdieren,Zeebrugge,2191.0,6836.0,2012,06
Inktvis,Schaal- en Weekdieren,Zeebrugge,9002.0,10364.0,2012,06
Wulk,Schaal- en Weekdieren,Zeebrugge,915.0,486.0,2012,06
Andere soorten,Schaal- en Weekdieren,Zeebrugge,0.0,0.0,2012,06
Schelvis,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Kabeljauw,Bodemvis,Nieuwpoort,1258.0,4228.0,2012,06
Koolvis,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Wijting,Bodemvis,Nieuwpoort,4.0,4.0,2012,06
Pollak,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Leng,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Heek,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Steenbolk,Bodemvis,Nieuwpoort,3.0,2.0,2012,06
Schol,Bodemvis,Nieuwpoort,5438.0,6250.0,2012,06
Bot,Bodemvis,Nieuwpoort,2157.0,770.0,2012,06
Schar,Bodemvis,Nieuwpoort,456.0,402.0,2012,06
Tong,Bodemvis,Nieuwpoort,1217.0,15288.0,2012,06
Tarbot,Bodemvis,Nieuwpoort,559.0,6512.0,2012,06
Griet,Bodemvis,Nieuwpoort,45.0,288.0,2012,06
Tongschar,Bodemvis,Nieuwpoort,29.0,108.0,2012,06
Schartong,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Heilbot,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Rog,Bodemvis,Nieuwpoort,757.0,2040.0,2012,06
Rode poon,Bodemvis,Nieuwpoort,16.0,64.0,2012,06
Grauwe poon,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Engelse poon,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Zeewolf,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Zeeduivel,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Kongeraal,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Roodbaars,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Mul,Bodemvis,Nieuwpoort,32.0,246.0,2012,06
Zeebaars,Bodemvis,Nieuwpoort,337.0,4588.0,2012,06
Doornhaai,Bodemvis,Nieuwpoort,0.0,0.0,2012,06
Hondshaai,Bodemvis,Nieuwpoort,285.0,132.0,2012,06
Zandhaai,Bodemvis,Nieuwpoort,30.0,12.0,2012,06
